id,source,subject,from
b'7364',,"💥 Жаркие скидки: комбинезон H&M за 250 грн, платье Peackocks за 145 грн + 991 вещей со скидками","""Shafa.ua"" <hello@shafa.com.ua>"
b'7365',,[GitHub] Please review this sign in,GitHub <noreply@github.com>
b'7366',,[GitHub] A first-party GitHub OAuth application has been added to your account,GitHub <noreply@github.com>
b'7367',,6 нових вакансій «Junior Data Analyst» у Києві,"""Work.ua"" <website@work.ua>"
b'7368',,“Your Work Is the Only Thing That Matters” published by Ryan Holiday,Medium Daily Digest <noreply@medium.com>
b'7369',,Новая коллекция De Facto🔥Для женщин и мужчин👉Футболки от 99 грн⚡️Брюки от 165 грн,Kasta <modnakasta@mailman.modnakasta.ua>
b'7370',,Секрет компактного багажа 🎒,PARFUMS <sale@parfums.ua>
b'7371',,Холодильник чи смартфон? Все й одразу!,Comfy <comfy@mailersend.comfy.ua>
b'7372',, ➡ Вигода до -40% на стінки для вітальні!,"""27.ua інтернет-гіпермаркет"" <promo@e-mail.27.ua>"
b'7373',,8 нових вакансій «Junior Data Analyst» у Києві,"""Work.ua"" <website@work.ua>"
b'7374',,Updates to our terms of use,Microsoft <msa@communication.microsoft.com>
b'7375',,“Mom Body” published in The Nib by Rebecca Roher,Medium Daily Digest <noreply@medium.com>
b'7376',,"
    pabliinnsegun теперь читает ваш блог

",Tumblr <no-reply@tumblr.com>
b'7377',,Лучшие скидки по электронике уже здесь🔥 -50% на технику для красоты и здоровья⚡️ -35% на смартфоны⚡️ -30 на телевизоры,Kasta <modnakasta@mailman.modnakasta.ua>
b'7378',,Парфюмерные герои летнего романа 💕,PARFUMS <sale@parfums.ua>
b'7379',,“Building the Google Photos Web UI” published in Google Design by Antin Harasymiv,Medium Daily Digest <noreply@medium.com>
b'7380',,Уют вашего дома 😍 Товары для кухни ОТ 26 грн⚡️ Текстиль ОТ 40 грн,Kasta <modnakasta@mailman.modnakasta.ua>
b'7381',,20+ нових вакансій «Junior Data Analyst» у Києві за тиждень,"""Work.ua"" <website@work.ua>"
b'7382',,“Better than meditation” published in Better Humans by Buster Benson,Medium Daily Digest <noreply@medium.com>
b'7383',,Подтвердите свой адрес электронной почты,Uber <noreply@uber.com>
b'7384',,"Добро пожаловать в Uber Eats, Урсол!
",Uber Eats <uber@uber.com>
b'7385',,"Ваш заказ Uber Eats: понедельник, утро",Электронны е квитанции U ber <uber.ukraine@uber.com>
b'7386',,Ваш запрос на получение платежей от M.M.D. SMART LTD утвержден!,Payoneer <NoReply@payoneer.com>
b'7387',,Самое время проверить вишлист 📋,PARFUMS <sale@parfums.ua>
b'7388',,Поздравьте участника Oksana Roshchina и...,LinkedIn <notifications-noreply@linkedin.com>
b'7389',,A healthy reason to check your phone,Codecademy <learn@codecademy.com>
b'7390',,НОВИНКА❗️Фитнес-браслеты Xiaomi Mi Smart Band 4 за 1299 грн😎 Сандалии для всей семьи ОТ 180 грн😍,Kasta <modnakasta@mailman.modnakasta.ua>
b'7391',, ➡ 🔥 Вигода до -30% на сейфи!,"""27.ua інтернет-гіпермаркет"" <promo@e-mail.27.ua>"
b'7392',,"Купальник Missguided за 499 грн, Сарафан Atmosphere за 199 грн + 994 популярных вещей","""Shafa.ua"" <hello@shafa.com.ua>"
b'7393',,«Стандарт безподатковий» продовжено на новий строк,ПриватБанк <info@pb.ua>
b'7394',,Live Astronomy Q&A Session Thursday July 11th at 8AM,"""Astronomy: Exploring Time and Space Course Team"" <no-reply@t.mail.coursera.org>"
b'7395',,5 нових вакансій «Junior Data Analyst» у Києві,"""Work.ua"" <website@work.ua>"
b'7396',,"💻 Стартовал 1-й день марафона. До -45% на электронику, компьютерную и бытовую технику",ROZETKA <bestdeal@rozetka.com.ua>
b'7397',,“The Mental and Metaphysical Effects of Microdosing LSD” published by Erica Avey,Medium Daily Digest <noreply@medium.com>
b'7398',,"Лето, английский, Мальта!","""STUDY.UA Summer"" <newslist@obuchenie.com.ua>"
b'7399',,Твоё новое платье ОТ 132 грн😍,Kasta <modnakasta@mailman.modnakasta.ua>
b'7400',,📱 Самая популярная техника с жаркими скидками! Спешите заказать сегодня,ROZETKA <bestdeal@rozetka.com.ua>
b'7401',,Валєрчик і блендер😉,Comfy <comfy@mailersend.comfy.ua>
b'7402',,Откройте для себя мобильное приложение Payoneer,Payoneer <email@payoneer.com>
b'7403',,Your Data Science Progress Report 📊,DataCamp <team@datacamp.com>
b'7404',,"Одна деталь, яка може кардинально змінити результат вашої співбесіди. Дайджест 359","""Work.ua"" <website@work.ua>"
b'7405',,4 нові вакансії «Junior Data Analyst» у Києві,"""Work.ua"" <website@work.ua>"
b'7406',,"🏠 Только в 2-й день марафона! Скидки до 55% на продукты, напитки, товары для дома и дачи",ROZETKA <bestdeal@rozetka.com.ua>
b'7407',,"“The Rise and Fall of ""Mentally Retarded""” published by Rick Hodges",Medium Daily Digest <noreply@medium.com>
b'7408',,Подходящие вакансии ,HeadHunter <no_reply@hh.ua>
b'7409',,"Не пропустіть, нова публікація! Візовий центр Globus від 07/10/2019",Globus <news@globus-visa.com>
b'7410',,⭐ Косметический all inclusive от PARFUMS ⭐,PARFUMS <sale@parfums.ua>
b'7411',,Сплачуй за поїздки через Google Pay,Uklon <info@uklon.com.ua>
b'7412',,LC Waikiki теперь на Kasta🔥 Одежда для всей семьи ОТ 49 грн❤️,Kasta <modnakasta@mailman.modnakasta.ua>
b'7413',,Practice R for Finance,Martijn from DataCamp <team@datacamp.com>
b'7414',,"Если Вы ничего не предпримете, мы удалим Ваш аккаунт Dropbox через 30 дней",Dropbox <no-reply@dropboxmail.com>
b'7415',,🏠 Топ товаров для дома и к столу! Все самое любимое в разгар марафона,ROZETKA <bestdeal@rozetka.com.ua>
b'7416',,Мы упростили синхронизацию Google Фото и Google Диска,Google Photos and Google Drive <photos-drive-noreply@google.com>
b'7417',,New Single Sign-On,Cisco Networking Academy <netacademail@external.cisco.com>
b'7418',,Самые популярные сегодня блоги,Tumblr <no-reply@tumblr.com>
b'7419',,Підготуйся до UPark Festival разом з Prom.ua!,"""Prom.ua"" <newsletter@email.prom.ua>"
b'7420',,8 нових вакансій «Junior Data Analyst» у Києві,"""Work.ua"" <website@work.ua>"
b'7421',,"Вы больше не делитесь с рекрутерами, что Вы открыты новым карьерным возможностям.",LinkedIn <career-interests-noreply@linkedin.com>
b'7422',,"Жаркие скидки в разгаре! День 3. До -80% на одежду, обувь, косметику, товары для детей",ROZETKA <bestdeal@rozetka.com.ua>
b'7423',,“Multi-Class Text Classification with Scikit-Learn” published in Towards Data Science by Susan Li,Medium Daily Digest <noreply@medium.com>
b'7424',,⏰ Last chance! ASUS MEMBERS ONLY: Read Now for 400GB Premium Discount!,ASUS WebStorage <service@asuswebstorage.com>
b'7425',,"Tamara, 1 просмотр профиля, 2 приглашения и 3 изменения в карьере ожидают Вас в LinkedIn.",LinkedIn <notifications-noreply@linkedin.com>
b'7426',,Обновите резюме — появились новые вакансии!,HeadHunter <no_reply@hh.ua>
b'7427',,Реєстрацію на програми Ірландського центру STUDY.UA відкрито!,"""STUDY.UA"" <newslist@obuchenie.com.ua>"
b'7428',,Як маркетологу пройти співбесіду?,"""hh.ua"" <noreply@hh.ua>"
b'7429',,Это РАЗРЫВ🔥 -90% на женскую и мужскую одежду COLIN'S😍,Kasta <modnakasta@mailman.modnakasta.ua>
b'7430',,👪Лидеры продаж сегодня! Популярные модели одежды и обуви с жаркими скидками,ROZETKA <bestdeal@rozetka.com.ua>
b'7431',,"🔥 Скидки недели: кюлоты H&M за 250 грн, футболка ZARA за 180 грн + 990 вещей со скидками","""Shafa.ua"" <hello@shafa.com.ua>"
b'7432',, ➡ 🔥 Розстрочка без переплат!,"""27.ua інтернет-гіпермаркет"" <promo@e-mail.27.ua>"
b'7433',,Get recognized by industry leaders,edX <news@edx.org>
b'7434',,July 11th ASTRONOMY LIVE SESSION CANCELLED,"""Astronomy: Exploring Time and Space Course Team"" <no-reply@t.mail.coursera.org>"
b'7435',,Вам нужно перевести средства в другой валюте? Мы можем помочь,Payoneer <email@payoneer.com>
b'7436',," Тамара, смотрите, что у Вас нового в Google Фото  ",Google Photos <noreply-photos@google.com>
b'7437',,7 нових вакансій «Junior Data Analyst» у Києві,"""Work.ua"" <website@work.ua>"
b'7438',,"🏕️ Скидки до 45% только сегодня! Товары для авто, хобби, спорта и бизнеса в 4-й день марафона",ROZETKA <bestdeal@rozetka.com.ua>
b'7439',,“Topic Modeling and Latent Dirichlet Allocation (LDA) in Python” published in Towards Data Science by Susan Li,Medium Daily Digest <noreply@medium.com>
b'7440',,"Не пропустіть, нова публікація! Візовий центр Globus від 07/12/2019",Globus <news@globus-visa.com>
b'7441',,🏕️ Топ-товары для хобби и бизнеса! Их заказали сегодня рекордное количество раз,ROZETKA <bestdeal@rozetka.com.ua>
b'7442',,Солнце-море-пляж☀️ Женские купальники ОТ 147 грн❤️,Kasta <modnakasta@mailman.modnakasta.ua>
b'7443',,➦ Слідуй за знижками ➦,Comfy <comfy@mailersend.comfy.ua>
b'7444',,10 нових вакансій «Junior Data Analyst» у Києві,"""Work.ua"" <website@work.ua>"
b'7445',,📢 Финишируем Марафон жарких скидок! До -80% на товары распродажи,ROZETKA <bestdeal@rozetka.com.ua>
b'7446',,“Roger’s Birthday” published by Olivia Semple,Medium Daily Digest <noreply@medium.com>
b'7447',, ➡ 🔥 Ціни тануть на побутову техніку!,"""27.ua інтернет-гіпермаркет"" <promo@e-mail.27.ua>"
b'7448',,"Не пропустіть, нова публікація! Візовий центр Globus від 07/13/2019",Globus <news@globus-visa.com>
b'7449',,Kasta розігрує 3 новеньких фітнес-трекери🔥Дивись YouTube-канал👉,Kasta <modnakasta@mailman.modnakasta.ua>
b'7450',,Надо поговорить... 😏,PARFUMS <sale@parfums.ua>
b'7451',,📢 Топовые товары марафона! Лучшие предложения для вас в финале распродажи,ROZETKA <bestdeal@rozetka.com.ua>
b'7452',,“How to develop film at home” published in uncategorized by Micah Walter,Medium Daily Digest <noreply@medium.com>
b'7453',,"Дом, милый дом😍 Текстиль ОТ 19 грн⚡️Посуда ОТ 21 грн⚡️Емкости для хранения ОТ 20 грн⚡️",Kasta <modnakasta@mailman.modnakasta.ua>
b'7454',,Компания Райффайзен Банк Аваль просмотрела ваше резюме,"""rabota.ua"" <noreply@rabota.ua>"
